nome_x,nome_regiao,quantidade_nascimentos_ate_2010
Nayane,Nordeste,1531
Nayani,Sudeste,12
Nayanna,Nordeste,12
Nayanne,Nordeste,70
Nayara,Sudeste,21720
Nayde,Sudeste,49
Nayla,Sudeste,361
Naylla,Sudeste,32
Naylor,Sudeste,12
Naylson,Nordeste,11
Nayme,Norte,24
Nayna,Sudeste,17
Nayne,Nordeste,25
Nayr,Sudeste,59
Nayra,Sudeste,1398
Nayron,Nordeste,44
Nazare,Norte,10525
Nazarena,Norte,32
Nazareno,Norte,3863
Nazaret,Sudeste,85
Nazarete,Sudeste,31
Nazareth,Sudeste,625
Nazaria,Norte,36
Nazario,Sudeste,76
Nazaro,Sudeste,15
Nazi,Sudeste,14
Nazide,Sudeste,13
Nazidir,Nordeste,11
Nazil,Sudeste,23
Nazilda,Sudeste,104
Nazilde,Nordeste,14
Nazildo,Norte,56
Nazilene,Norte,10
Nazinha,Sudeste,40
Nazion,Nordeste,14
Naziozeno,Sudeste,11
Nazir,Sudeste,143
Nazira,Sudeste,404
Nazita,Norte,17
Ncolas,Sudeste,22
Ncole,Sudeste,18
Nderson,Sudeste,19
Ne,Sudeste,15
Nea,Sudeste,90
Neacir,Sudeste,11
Neander,Sudeste,59
Neci,Nordeste,808
Necilda,Sudeste,36
Necir,Sudeste,31
Necivaldo,Nordeste,31
Neco,Sudeste,10
Necy,Nordeste,161
Neda,Sudeste,61
Nedda,Sudeste,11
Nede,Sul,47
Neder,Sudeste,66
Nedes,Sul,10
Nedi,Sul,621
Nedia,Sudeste,38
Nedina,Sudeste,313
Nedio,Sul,231
Nedir,Sudeste,202
Nedja,Nordeste,97
Nedjane,Nordeste,15
Nedson,Nordeste,119
Nedy,Sul,16
Neemias,Sudeste,810
Nego,Sudeste,11
Neguinho,Sudeste,13
Nehemias,Sudeste,12
Nei,Sul,2951
Neia,Sudeste,1026
Neiane,Nordeste,10
Neiara,Nordeste,41
Neice,Norte,12
Neid,Sudeste,28
Neida,Sul,1651
Neide,Sudeste,64287
Neidejane,Nordeste,40
Neidemar,Sudeste,83
Neider,Sudeste,13
Neides,Sudeste,21
Neidi,Sudeste,173
Neidiane,Nordeste,83
Neidijane,Nordeste,11
Neidimar,Sudeste,106
Neidir,Sudeste,25
Neidison,Nordeste,23
Neidja,Nordeste,31
Neidjane,Nordeste,63
Neidson,Nordeste,276
Neidy,Sudeste,49
Neif,Sudeste,11
Neife,Sudeste,14
Neil,Sudeste,132
Neila,Sudeste,2146
Neilane,Nordeste,75
Neilda,Sudeste,105
Neilde,Nordeste,291
Neildes,Nordeste,357
Neildo,Sudeste,51
Neile,Nordeste,35
Neili,Sudeste,27
Neiliane,Nordeste,108
Neilma,Nordeste,210
Neilo,Sudeste,38
Neilon,Sudeste,26
Neilor,Sudeste,82
Neilsa,Sudeste,12
Neilson,Nordeste,1371
Neilton,Nordeste,2225
Neilza,Nordeste,81
Neima,Sudeste,23
Neimar,Sul,533
Neio,Sudeste,10
Neir,Sudeste,196
Neire,Sudeste,282
Neiri,Sudeste,31
Neiriane,Nordeste,19
Neirilane,Nordeste,12
Neirimar,Sudeste,12
Neirivaldo,Nordeste,11
Neirton,Sudeste,12
Neisa,Sudeste,70
Neise,Sudeste,165
Neisi,Sudeste,10
Neison,Sudeste,27
Neita,Sul,32
Neiton,Sudeste,91
Neiva,Sul,14454
Neival,Sudeste,10
Neivaldo,Sudeste,314
Neivan,Sudeste,23
Neivana,Norte,10
Neive,Sudeste,12
Neivison,Nordeste,13
Neivo,Sul,77
Neivor,Sul,12
Neiza,Sudeste,66
Neize,Sudeste,79
Neizi,Sudeste,10
Nekson,Sudeste,11
Nela,Sudeste,16
Nelba,Sudeste,25
Nelber,Sudeste,22
Nelci,Sul,11766
Nelciane,Norte,55
Nelcides,Sudeste,15
Nelcilene,Norte,110
Nelcimar,Sudeste,50
Nelcimara,Norte,12
Nelcina,Sudeste,172
Nelcinda,Sul,153
Nelcino,Nordeste,13
Nelcio,Sudeste,13
Nelcir,Sudeste,110
Nelcy,Sudeste,199
Nelda,Sul,460
Neldi,Sul,27
Neldo,Sul,182
Neldson,Nordeste,14
Nele,Sudeste,13
Neles,Norte,11
Neli,Sul,14575
Nelia,Sudeste,1934
Neliana,Sudeste,17
Neliane,Norte,177
Nelice,Sudeste,85
Nelicia,Sudeste,11
Nelicio,Sudeste,11
Nelida,Sudeste,149
Nelide,Sudeste,25
Nelina,Sudeste,70
Nelinho,Norte,19
Nelio,Sudeste,3934
Nelir,Sudeste,46
Nelis,Sudeste,30
Nelisa,Sudeste,27
Nelise,Sudeste,32
Nelison,Norte,13
Nelissa,Sudeste,10
Nelita,Sudeste,771
Nelito,Nordeste,222
Neliton,Sudeste,39
Nelize,Sul,12
Nella,Sudeste,26
Nelli,Sudeste,57
Nello,Sudeste,26
Nelly,Sudeste,889
Nelma,Sudeste,5389
Nelmar,Sudeste,44
Nelmir,Sudeste,10
Nelmo,Sudeste,48
Nelo,Sudeste,38
Nelon,Sudeste,13
Nelsa,Sudeste,3476
Nelsi,Sul,3484
Nelsilene,Norte,15
Nelsimar,Sudeste,15
Nelsina,Sudeste,153
Nelsinda,Sul,14
Nelsino,Sudeste,43
Nelsir,Sudeste,25
Nelso,Sul,874
Nelsom,Sudeste,1238
Nelson,Sudeste,98760
Nelsonita,Nordeste,22
Nelsy,Sul,10
Nelton,Sudeste,262
Nelva,Sudeste,25
Nelvi,Sul,24
Nelvir,Sul,10
Nely,Sudeste,2017
Nelza,Sudeste,4134
Nelzi,Sudeste,46
Nelzina,Sudeste,27
Nelzira,Sudeste,23
Nelzita,Sudeste,14
Nem,Nordeste,21
Nemer,Sudeste,13
Nemesia,Sudeste,12
Nemesio,Nordeste,101
Nemezio,Sudeste,17
Nemia,Sudeste,11
Nemias,Sudeste,271
Nemora,Sul,13
Nena,Sudeste,98
Nene,Sudeste,37
Nenem,Nordeste,18
Nenen,Nordeste,10
Neno,Sudeste,15
Nenzinha,Nordeste,11
Neoci,Sudeste,49
Neodi,Sul,15
Neodir,Sul,10
Neoli,Sul,43
Neomar,Sudeste,51
Neoraldo,Sul,10
Neori,Sul,11
Neraci,Sul,24
Nerci,Sul,1400
Nercia,Sudeste,31
Nercilia,Sudeste,29
Nercilio,Sudeste,10
Nercina,Sudeste,33
Nercinda,Sul,11
Nercio,Sudeste,28
Nercy,Sudeste,68
Nerea,Sudeste,16
Nereida,Sudeste,127
Nereide,Sudeste,763
Neres,Norte,10
Nereu,Sul,1628
Neri,Sul,8591
Neria,Sudeste,113
Neriane,Norte,17
Nerice,Sudeste,27
Nerilda,Sudeste,91
Nerildo,Nordeste,10
Nerimar,Sudeste,10
Nerina,Sudeste,67
Nerino,Sudeste,13
Nerio,Sudeste,110
Neris,Centro-Oeste,26
Nerise,Nordeste,17
Nerisvaldo,Nordeste,56
Nerisvan,Sudeste,10
Nerita,Sudeste,25
Neriton,Centro-Oeste,10
Nerival,Nordeste,50
Nerivalda,Nordeste,54
Nerivaldo,Nordeste,757
Nerivan,Nordeste,92
Nerize,Nordeste,20
Nerli,Sul,217
Nerly,Sudeste,12
Nero,Sudeste,77
Neroci,Sul,20
Nertan,Nordeste,30
Nerval,Sudeste,62
Nery,Sul,210
Nesi,Sudeste,25
Nesia,Sudeste,75
Nesio,Sudeste,53
Neson,Sudeste,38
Nessi,Sudeste,17
Nessim,Sudeste,10
Nesto,Sudeste,11
Nestor,Sul,3727
Neta,Nordeste,53
Netania,Sudeste,17
Nete,Norte,126
Neti,Sudeste,12
Neto,Nordeste,945
Neuber,Sudeste,111
Neuci,Sul,1659
Neucilene,Norte,42
Neucimar,Sudeste,44
Neucina,Sudeste,56
Neucir,Sudeste,87
Neuclair,Sudeste,21
Neucy,Sudeste,45
Neuda,Nordeste,137
Neudes,Sudeste,12
Neudi,Sul,161
Neudiane,Nordeste,10
Neudilene,Nordeste,12
Neudir,Sul,29
Neudo,Nordeste,34
Neudson,Nordeste,58
Neuli,Sul,25
Neuliane,Nordeste,15
Neuma,Nordeste,2032
Neumar,Sudeste,34
Neumara,Sudeste,12
Neura,Sul,388
Neuraci,Nordeste,614
Neuracir,Centro-Oeste,10
Neuracy,Centro-Oeste,34
Neuraldo,Sul,31
Neuri,Sul,893
Neuriane,Norte,35
Neurides,Sudeste,13
Neurilane,Nordeste,13
Neurilene,Nordeste,36
Neurimar,Nordeste,30
Neurismar,Nordeste,19
Neurisvan,Nordeste,10
Neurivan,Nordeste,97
Neurivania,Nordeste,19
Neuro,Sul,14
Neusa,Sudeste,63192
Neuseli,Sudeste,102
Neusete,Sudeste,15
Neusi,Sul,235
Neusiane,Norte,21
Neusilene,Nordeste,19
Neusimar,Sudeste,53
Neusina,Sudeste,11
Neusita,Sudeste,17
Neusmar,Centro-Oeste,18
Neuso,Sudeste,18
Neuson,Sudeste,83
Neusvaldo,Nordeste,65
Neuto,Nordeste,10
Neuton,Nordeste,178
Neuza,Sudeste,60728
Neuzair,Centro-Oeste,13
Neuzalina,Centro-Oeste,14
Neuzarina,Norte,21
Neuzeli,Sudeste,314
Neuzelia,Sudeste,10
Neuzenir,Sudeste,10
Neuzete,Sudeste,62
Neuzi,Sudeste,189
Neuziane,Norte,60
Neuzice,Nordeste,18
Neuzilene,Norte,26
Neuzimar,Sudeste,112
Neuzinete,Sudeste,12
Neuzir,Sudeste,15
Neuzira,Sudeste,58
Neuzita,Sudeste,33
Neuzito,Sudeste,10
Neva,Sudeste,11
Nevair,Sul,16
Nevaldo,Sudeste,23
Neverton,Nordeste,44
Neves,Sudeste,98
Nevio,Sul,72
Neviton,Sudeste,60
Nevolanda,Sudeste,11
Newman,Sudeste,12
Newtom,Sudeste,11
Newton,Sudeste,3865
Ney,Sudeste,2456
Neyara,Nordeste,22
Neyda,Sudeste,37
Neyde,Sudeste,1346
Neydson,Nordeste,16
Neyla,Norte,84
Neylor,Sudeste,35
Neymar,Sudeste,59
Neyse,Sudeste,24
Nezi,Sudeste,12
Nezia,Sudeste,70
Nezilda,Sudeste,26
Nezio,Sudeste,43
Nezir,Sudeste,11
Nezita,Sudeste,10
Ng,Sudeste,24
Ngela,Sudeste,13
Ngrei,Norte,34
Nhak,Norte,29
Nhok,Norte,20
Ni,Sudeste,20
Niara,Sudeste,119
Nibia,Sudeste,27
Nibson,Norte,26
Nicacia,Nordeste,58
Nicacio,Nordeste,97
Nicael,Nordeste,12
Nicaele,Sudeste,10
Nicano,Sudeste,17
Nicanor,Sudeste,697
Nicasia,Sudeste,11
Nicassia,Sudeste,24
Nicassio,Sudeste,42
Nice,Sudeste,2736
Nicea,Sudeste,208
Niceas,Sudeste,10
Niceia,Sudeste,923
Nicele,Sul,12
Nicelia,Sudeste,154
Nicelio,Sudeste,10
Nicelma,Sudeste,11
Nicete,Sudeste,18
Nicholas,Sudeste,2419
Nichole,Sudeste,14
Nichollas,Sudeste,25
Nici,Sudeste,10
Nicia,Sudeste,398
Nicilas,Sudeste,20
Nicile,Sudeste,20
Nicilene,Sudeste,27
Nicinha,Sudeste,11
Nicio,Sudeste,18
Nick,Sudeste,77
Nickerson,Centro-Oeste,14
Nickolas,Sudeste,348
Nickole,Sudeste,13
Nickollas,Sudeste,13
Nickolly,Sudeste,11
Nickson,Nordeste,78
Nico,Sudeste,19
Nicodemo,Sudeste,17
Nicodemos,Sudeste,323
Nicodemus,Sudeste,11
Nicol,Sudeste,14
Nicola,Sudeste,1437
Nicolad,Sudeste,24
Nicolai,Sudeste,40
Nicolal,Sudeste,22
Nicolas,Sudeste,57163
Nicolau,Sul,1531
Nicole,Sudeste,50858
Nicoles,Sudeste,14
Nicoleta,Sudeste,23
Nicoli,Sudeste,8506
Nicolina,Sudeste,194
Nicolino,Sudeste,82
Nicollas,Sudeste,766
Nicolle,Sudeste,1552
Nicolli,Sudeste,293
Nicolly,Sudeste,2744
Nicolo,Sudeste,10
Nicols,Sudeste,12
Nicoly,Sudeste,2869
Nicomedes,Sudeste,80
Nicson,Nordeste,41
Niculas,Sudeste,56
Nida,Sudeste,30
Nide,Nordeste,10
Nidelce,Sudeste,14
Nidia,Sudeste,819
Nidiane,Nordeste,21
Niedia,Sudeste,17
Niedja,Nordeste,1924
Niedson,Nordeste,204
Niel,Sudeste,28
Niele,Nordeste,120
Nieli,Sudeste,33
Nielly,Sudeste,14
Nielma,Nordeste,63
Niels,Sudeste,10
Nielsen,Sudeste,72
Nielson,Nordeste,668
Nielton,Nordeste,39
Niely,Sudeste,15
Nielza,Nordeste,14
Niete,Sudeste,56
Nieves,Sudeste,37
Nifa,Sudeste,11
Nigel,Sudeste,10
Nigia,Sudeste,14
Nike,Sudeste,13
Nikele,Nordeste,11
Niki,Sudeste,15
Nikita,Sudeste,15
Nikolai,Sudeste,11
Nikolas,Sudeste,730
Nikole,Sudeste,65
Nikoli,Sudeste,13
Nikollas,Sudeste,25
Nikolly,Sudeste,18
Nikoly,Sudeste,16
Nikson,Norte,46
Nil,Sudeste,42
Nila,Sudeste,283
Nilander,Sudeste,25
Nilber,Sudeste,38
Nilberto,Nordeste,117
Nilca,Sudeste,72
Nilce,Sudeste,6749
Nilcea,Sudeste,1068
Nilceia,Sudeste,5298
Nilcelene,Norte,29
Nilceli,Sudeste,15
Nilcelia,Sudeste,136
Nilcelio,Sudeste,12
Nilcemar,Sudeste,44
Nilcemara,Sul,10
Nilcete,Sudeste,10
Nilceu,Sul,89
Nilci,Sudeste,60
Nilcia,Sudeste,58
Nilciane,Norte,135
Nilcileia,Sudeste,25
Nilcilene,Norte,333
Nilcimar,Sudeste,80
Nilcinea,Sudeste,10
Nilcineia,Sudeste,81
Nilcy,Sudeste,11
Nilda,Sudeste,18424
Nilde,Sudeste,808
Nildeia,Sudeste,33
Nildemar,Sudeste,26
Nildes,Nordeste,285
Nildete,Nordeste,665
Nildi,Sudeste,10
Nildiane,Nordeste,13
Nildilene,Nordeste,38
Nildison,Norte,10
Nildo,Sudeste,1935
Nildomar,Sudeste,39
Nildon,Sudeste,14
Nildson,Norte,15
Nileide,Sudeste,13
Nilene,Sudeste,10
Nili,Sudeste,10
Nilia,Sudeste,35
Niliane,Nordeste,15
Nilma,Sudeste,5820
Nilmar,Sudeste,553
Nilmara,Nordeste,234
Nilmario,Nordeste,15
Nilo,Sudeste,6025
Nilon,Sudeste,14
Nilra,Nordeste,15
Nils,Sudeste,13
Nilsa,Sudeste,5395
Nilse,Sul,791
Nilsea,Sudeste,24
Nilseia,Sudeste,255
Nilsen,Sudeste,36
Nilsete,Sudeste,107
Nilsi,Sudeste,15
Nilsilene,Norte,12
Nilso,Sul,474
Nilsom,Sudeste,595
Nilsomar,Norte,13
Nilson,Sudeste,44116
Nilsson,Sudeste,13
Nilta,Sudeste,336
Niltario,Sudeste,19
Nilto,Sudeste,221
Niltom,Sudeste,1125
Nilton,Sudeste,48251
Niltow,Sudeste,12
Nilva,Sudeste,5166
Nilvaci,Sudeste,10
Nilvado,Sudeste,72
Nilvalda,Sudeste,13
Nilvaldo,Sudeste,103
Nilvan,Nordeste,221
Nilvana,Norte,100
Nilvanda,Nordeste,51
Nilvando,Sudeste,14
Nilvane,Centro-Oeste,11
Nilvani,Centro-Oeste,45
Nilvania,Sudeste,168
Nilve,Sul,52
Nilvete,Sudeste,12
Nilvia,Sul,80
Nilvo,Sul,342
Nilza,Sudeste,40694
Nilzabete,Sudeste,21
Nilze,Sudeste,243
Nilzelia,Nordeste,32
Nilzete,Nordeste,4481
Nilzeti,Sudeste,12
Nilzia,Sudeste,20
Nilziane,Nordeste,12
Nilzilene,Norte,11
Nilzimar,Sudeste,13
Nilzo,Sudeste,77
Nilzomar,Norte,12
Nina,Sudeste,3249
Ninfa,Sudeste,70
Ninha,Nordeste,17
Ninive,Sudeste,53
Ninna,Sudeste,11
Nino,Sudeste,128
Ninon,Sudeste,39
Niobe,Sudeste,15
Niolas,Sudeste,17
Niomar,Sudeste,30
Niqueias,Sudeste,14
Niquele,Nordeste,13
Nira,Sudeste,109
Niraci,Sudeste,18
Nirailde,Sudeste,10
Niraldo,Nordeste,158
Nirce,Sudeste,154
Nirceu,Sudeste,12
Nireide,Nordeste,23
Niria,Sudeste,30
Nirian,Sudeste,16
Nirla,Nordeste,22
Nirlando,Sudeste,10
Nirlei,Sudeste,70
Nirlene,Sudeste,54
Nirley,Sudeste,31
Nirma,Sudeste,15
Nirvana,Sudeste,28
Nirvanda,Nordeste,16
Nisa,Sudeste,23
Nise,Sudeste,64
Nisete,Sudeste,12
Nisia,Sudeste,137
Nisio,Sudeste,44
Nislene,Sudeste,31
Nison,Sudeste,26
Nissim,Sudeste,27
Nisvaldo,Sudeste,14
Nita,Sudeste,80
Nitiele,Sul,14
Niton,Sudeste,48
Niuceia,Sudeste,11
Niura,Sul,73
Niusa,Sudeste,60
Niuza,Sudeste,120
Niuzete,Sudeste,29
Niva,Sudeste,162
Nivado,Sudeste,24
Nivair,Sul,52
Nival,Sudeste,45
Nivalcir,Centro-Oeste,10
Nivalda,Sudeste,2000
Nivaldete,Sudeste,24
Nivaldina,Nordeste,75
Nivaldino,Nordeste,44
Nivaldo,Sudeste,32476
Nivan,Sudeste,33
Nivana,Norte,12
Nivanda,Nordeste,24
Nivando,Nordeste,20
Nivania,Sudeste,57
Nivardo,Nordeste,54
Nivea,Sudeste,4915
Niveo,Sudeste,47
Nivia,Sudeste,3594
Niviane,Nordeste,31
Nivio,Sudeste,220
Nivon,Sul,21
Niwton,Sudeste,66
Nixon,Sudeste,71
Niza,Sudeste,74
Nizan,Centro-Oeste,11
Nizar,Sudeste,13
Nize,Sudeste,77
Nizete,Sudeste,297
Nizia,Sudeste,276
Nizio,Sudeste,36
Nizomar,Norte,35
Nlson,Sudeste,30
Nlton,Sudeste,20
No,Sudeste,12
Noa,Sudeste,44
Noadia,Sudeste,23
Noah,Sudeste,115
Noaldo,Nordeste,50
Noan,Sudeste,39
Noara,Sudeste,34
Nobelia,Sudeste,12
Noberta,Nordeste,10
Noberto,Sudeste,511
Noboro,Sudeste,35
Noboru,Sudeste,94
Nobu,Sudeste,25
Nobuco,Sudeste,72
Nobue,Sudeste,22
Nobuko,Sudeste,228
Nobuo,Sudeste,99
Noburo,Sudeste,17
Nobuyoshi,Sudeste,15
Nobuyuki,Sudeste,20
Nocolas,Sudeste,17
Nocole,Sudeste,17
Nodeci,Sudeste,12
Nodir,Sudeste,13
Noe,Sudeste,2013
Noeci,Sul,212
Noedi,Sul,35
Noedir,Sudeste,41
Noedson,Nordeste,13
Noel,Sudeste,6075
Noelci,Sul,54
Noele,Sudeste,35
Noelha,Nordeste,69
Noeli,Sul,17400
Noelia,Nordeste,4675
Noelice,Nordeste,37
Noelio,Nordeste,67
Noelita,Sudeste,41
Noelito,Nordeste,12
Noelle,Sudeste,62
Noelly,Sudeste,12
Noelma,Nordeste,356
Noelson,Sudeste,61
Noelton,Sudeste,10
Noely,Sul,192
Noelza,Sudeste,12
Noema,Sul,75
Noeme,Sudeste,772
Noemi,Sudeste,8873
Noemia,Sudeste,16529
Noemio,Sudeste,30
Noemir,Sudeste,245
Noemy,Sudeste,144
Noeni,Sudeste,18
Noenia,Sudeste,16
Noesia,Sudeste,11
Nogueira,Nordeste,44
Nohad,Sudeste,11
Noilda,Sudeste,18
Noilde,Nordeste,14
Noili,Sul,61
Noilma,Sudeste,12
Noilson,Sudeste,21
Noilton,Sudeste,13
Noir,Sudeste,41
Noise,Centro-Oeste,16
Nolair,Nordeste,10
Nolar,Sul,29
Noli,Sul,75
Nomi,Sudeste,10
Nomia,Sudeste,17
Nonata,Nordeste,227
Nonato,Nordeste,2261
Nora,Sudeste,506
Noraci,Sul,48
Norah,Sudeste,32
Noraide,Sudeste,10
Norair,Sudeste,28
Noraldino,Sudeste,114
Noralice,Nordeste,14
Noranei,Sudeste,72
Noraney,Sudeste,15
Norbert,Sudeste,20
Norberta,Sudeste,29
Norberto,Sudeste,4473
Norbeto,Sudeste,43
Norci,Sul,57
Norcy,Sul,12
Noredi,Sul,14
Nori,Sudeste,13
Noriaki,Sudeste,17
Norico,Sudeste,38
Norie,Sudeste,12
Noriko,Sudeste,174
Norimar,Sudeste,128
Norina,Sudeste,16
Norio,Sudeste,80
Noris,Sul,139
Norisvaldo,Sudeste,10
Norival,Sudeste,2920
Norivaldo,Sudeste,238
Noriyuki,Sudeste,10
Norleide,Nordeste,11
Norli,Sul,10
Norma,Sudeste,21267
Normaci,Nordeste,96
Normalia,Sudeste,13
Normalice,Nordeste,16
Normalucia,Nordeste,10
Normam,Sudeste,11
Norman,Sudeste,119
Normanda,Nordeste,67
Normandes,Sudeste,14
Normandia,Sudeste,15
Normando,Nordeste,634
Normania,Nordeste,14
Normeide,Nordeste,257
Normelia,Nordeste,269
Normelio,Sul,157
Normi,Centro-Oeste,12
Normilda,Nordeste,17
Norna,Sudeste,15
Northon,Sudeste,17
Norton,Sul,494
Norvina,Sudeste,13
Norvino,Centro-Oeste,10
Nose,Sudeste,11
Nour,Sul,14
Nourival,Sudeste,28
Nova,Nordeste,11
Novaes,Sudeste,13
Nstalia,Sudeste,14
Ntalia,Sudeste,21
Nthalia,Sudeste,11
Ntonia,Sudeste,10
Ntonio,Sudeste,80
Ntos,Sudeste,24
Nubia,Sudeste,14833
Nubiane,Norte,19
Nubio,Sudeste,27
Nucia,Sudeste,26
Nuncia,Sudeste,12
Nunciata,Sudeste,15
Nuncio,Sudeste,22
Nunes,Sudeste,87
Nuno,Sudeste,420
Nunzia,Sudeste,12
Nunzio,Sudeste,12
Nur,Sudeste,21
Nura,Sudeste,17
Nuri,Sudeste,11
Nuria,Sudeste,273
Nurimar,Sudeste,102
Nurya,Sudeste,10
Nuzia,Sudeste,40
Nyara,Sudeste,18
Nycolas,Sudeste,253
Nycole,Sudeste,87
Nycoli,Sudeste,12
Nycollas,Sudeste,75
Nycolle,Sudeste,97
Nycolly,Sudeste,15
Nydia,Sudeste,57
Nyedja,Nordeste,10
Nylza,Sudeste,16
Oacir,Centro-Oeste,31
Oacy,Centro-Oeste,14
Oao,Sudeste,12
Oaulo,Sudeste,14
Obadias,Sudeste,74
Obaldo,Sudeste,11
Obed,Sudeste,14
Obede,Sudeste,60
Obedes,Sudeste,20
Oberdan,Sudeste,248
Oberlan,Norte,16
Oberto,Sudeste,11
Ocalina,Sul,45
Ocarlina,Sudeste,20
Oceanira,Nordeste,16
Oceano,Sudeste,13
Ocelia,Nordeste,30
Ocelio,Nordeste,181
Ocelo,Nordeste,23
Ocian,Nordeste,11
Ocicleia,Norte,10
Ocileia,Norte,24
Ocilene,Norte,249
Ocilia,Nordeste,10
Ocilio,Nordeste,12
Ocimar,Sudeste,682
Ocinei,Norte,18
Ocineia,Norte,27
Ocineide,Norte,19
Ocione,Norte,56
Ocir,Norte,17
Ocirema,Sudeste,44
Ocirene,Nordeste,15
Ocival,Norte,17
Ocivaldo,Norte,106
Oclair,Sul,13
Oclecio,Centro-Oeste,17
Octacilia,Sudeste,10
Octacilio,Sudeste,123
Octavia,Sudeste,13
Octaviano,Sudeste,45
Octavio,Sudeste,1722
Oda,Sudeste,10
Odaci,Nordeste,54
Odacio,Sudeste,14
Odacir,Sul,363
Odai,Sudeste,17
Odail,Sudeste,56
Odailson,Norte,157
Odailton,Sudeste,57
Odair,Sudeste,30379
Odaisa,Norte,65
Odaise,Norte,12
Odaiza,Norte,47
Odalea,Sudeste,167
Odaleia,Sudeste,341
Odali,Sul,16
Odalia,Sudeste,154
Odalice,Norte,37
Odalio,Sudeste,47
Odara,Sudeste,61
Odarci,Sudeste,10
Odario,Sudeste,41
Odecio,Sudeste,328
Odeia,Sudeste,11
Odeilde,Nordeste,36
Odeilson,Norte,29
Odeir,Sudeste,30
Odeise,Norte,49
Odeli,Sudeste,11
Odelia,Sudeste,60
Odelice,Nordeste,16
Odelina,Sudeste,13
Odelio,Sudeste,43
Odelir,Sul,12
Odelita,Nordeste,73
Odelmo,Sudeste,37
Odemar,Sudeste,70
Odemir,Centro-Oeste,67
Odenei,Norte,12
Odeney,Norte,10
Odenice,Sudeste,21
Odenil,Centro-Oeste,268
Odenilda,Norte,11
Odenildo,Norte,21
Odenilson,Norte,151
Odenilton,Nordeste,10
Odenilza,Norte,10
Odenir,Centro-Oeste,403
Odenise,Norte,11
Oder,Norte,28
Oderlan,Norte,19
Odesia,Sudeste,14
Odesina,Nordeste,10
Odesio,Sudeste,30
Odesvaldo,Nordeste,14
Odete,Sudeste,29704
Odeth,Sudeste,48
Odethe,Sudeste,24
Odeti,Sudeste,153
Odetina,Sudeste,24
Odetino,Sudeste,13
Odett,Sudeste,10
Odette,Sudeste,845
Odi,Sul,33
Odiceia,Sudeste,55
Odicleia,Norte,25
Odiel,Norte,11
Odielson,Norte,24
Odil,Sul,152
Odila,Sudeste,3683
Odilair,Sul,12
Odilardo,Nordeste,12
Odile,Sudeste,14
Odilea,Sudeste,81
Odilei,Sudeste,88
Odileia,Norte,322
Odilena,Norte,67
Odilene,Norte,716
Odilha,Sudeste,96
Odilia,Sudeste,1951
Odilio,Sudeste,273
Odilla,Sudeste,39
Odilma,Sudeste,15
Odilo,Sul,169
Odilom,Sudeste,73
Odilon,Sudeste,5117
Odilsa,Centro-Oeste,27
Odilson,Centro-Oeste,133
Odilton,Nordeste,11
Odilza,Centro-Oeste,125
Odimar,Sudeste,197
Odimir,Sudeste,11
Odin,Sudeste,10
Odina,Sudeste,41
Odinaldo,Norte,78
Odinea,Sudeste,56
Odinei,Centro-Oeste,241
Odineia,Norte,1003
Odineide,Norte,13
Odinelson,Norte,10
Odinete,Nordeste,27
Odiney,Norte,19
Odinir,Sul,12
Odir,Sudeste,480
Odirlei,Sul,388
Odirley,Sudeste,29
Odissea,Sudeste,13
Odisseia,Sudeste,72
Odite,Sul,51
Odiva,Sudeste,22
Odival,Sul,29
Odivaldo,Norte,228
Odivan,Norte,48
Odivio,Nordeste,10
Odlon,Sudeste,12
Odmar,Sudeste,21
Odmir,Sudeste,11
Odneia,Norte,16
Odolir,Sul,47
Odon,Nordeste,60
Odone,Sul,45
Odonel,Sudeste,19
Odoni,Sul,11
Odorico,Sudeste,146
Odovaldo,Sudeste,44
Odrigo,Sudeste,10
Oduvaldo,Sudeste,199
Odvaldo,Norte,10
Odyr,Sudeste,21
Oedro,Sudeste,11
Ofelha,Sudeste,12
Ofelia,Sudeste,1125
Ofir,Norte,45
Og,Sudeste,32
Oga,Sudeste,18
Ogarina,Norte,15
Ohana,Sudeste,197
Ohanna,Sudeste,41
Oiama,Norte,17
Oiara,Sul,14
Oilson,Sul,29
Oirasil,Sudeste,10
Ojoao,Sudeste,13
Ojose,Sudeste,12
Ok,Sudeste,51
Oksana,Sul,15
Olacir,Sudeste,23
Olaide,Sudeste,13
Olair,Sudeste,389
Olanda,Sul,122
Olandina,Sul,25
Olando,Sudeste,86
Olavia,Nordeste,53
Olavina,Sul,13
Olavio,Sul,164
Olavo,Sudeste,5771
Olda,Sudeste,19
Oldack,Sudeste,11
Oldair,Sudeste,229
Oldemar,Sul,218
Oldina,Sul,34
Olegaria,Sudeste,16
Olegario,Sudeste,480
Oleilson,Norte,10
Oleir,Sudeste,32
Olemar,Sudeste,66
Olemax,Norte,12
Olenca,Sul,18
Olendina,Norte,51
Olendino,Sudeste,14
Oleni,Sudeste,10
Olenir,Sudeste,14
Olenka,Sudeste,22
Oleno,Norte,17
Olentina,Centro-Oeste,11
Oleriano,Sudeste,10
Olesia,Sudeste,63
Olga,Sudeste,23519
Olgarina,Norte,427
Olheiro,Sudeste,95
Oli,Sul,550
Olibio,Sul,21
Olicio,Sudeste,180
Olides,Sul,26
Olidia,Sudeste,36
Olidina,Nordeste,10
Olidio,Sudeste,20
Oliene,Norte,11
Oliete,Sudeste,13
