nome_x,nome_regiao,quantidade_nascimentos_ate_2010
Bassan,Sudeste,10
Bastiana,Sudeste,10
Bastiao,Sudeste,32
Bastos,Nordeste,10
Batista,Nordeste,671
Batistina,Sudeste,14
Batriz,Sudeste,182
Batul,Sul,10
Baubina,Sudeste,11
Bauer,Sudeste,27
Bayard,Sul,27
Beariz,Sudeste,96
Bearriz,Sudeste,55
Beate,Sudeste,11
Beateiz,Sudeste,50
Beatis,Sudeste,19
Beatiz,Sudeste,233
Beatri,Sudeste,43
Beatria,Sudeste,36
Beatriaz,Sudeste,17
Beatrice,Sudeste,320
Beatris,Sudeste,11868
Beatrix,Sudeste,51
Beatriz,Sudeste,192724
Beatruz,Sudeste,12
Beatrys,Sudeste,11
Beatryz,Sudeste,67
Beatrz,Sudeste,354
Beayriz,Sudeste,15
Bebeto,Sudeste,22
Bebiana,Sudeste,10
Bebora,Sudeste,18
Beijamim,Sudeste,104
Beijamin,Sudeste,96
Beila,Sudeste,17
Beimar,Sudeste,19
Bejamim,Sudeste,47
Bejamin,Sudeste,71
Bekuoi,Norte,43
Bel,Sudeste,43
Bela,Sudeste,195
Belanice,Sudeste,14
Belanisa,Sudeste,11
Belanisia,Nordeste,24
Belaniza,Sudeste,10
Belanizia,Sudeste,21
Belarmina,Sudeste,254
Belarmino,Sudeste,277
Belchiolina,Sudeste,34
Belchior,Sudeste,986
Belcholina,Sudeste,106
Belchor,Sudeste,24
Belcina,Nordeste,13
Belem,Sudeste,12
Belenice,Sudeste,18
Beliene,Nordeste,13
Belina,Sudeste,83
Belinda,Sudeste,59
Beline,Sudeste,10
Belinha,Sudeste,30
Belino,Sudeste,13
Belisa,Sudeste,58
Belisario,Sudeste,21
Belita,Sudeste,14
Beliza,Sudeste,56
Belizario,Sudeste,54
Belizia,Sudeste,21
Belkis,Sul,27
Belkiss,Sudeste,53
Bella,Sudeste,100
Belmar,Sudeste,13
Belmira,Sudeste,620
Belmiro,Sudeste,1126
Belo,Sudeste,10
Beloni,Sul,1175
Belonice,Sudeste,15
Belquior,Centro-Oeste,22
Belquis,Sul,10
Belzair,Sudeste,14
Bem,Sudeste,10
Bemvinda,Sudeste,21
Ben,Sul,206
Benadete,Sudeste,15
Benaia,Norte,24
Benardete,Sudeste,11
Benardo,Sudeste,73
Benda,Sudeste,12
Bendita,Sudeste,30
Bendito,Sudeste,31
Bene,Sudeste,90
Benedcto,Sudeste,11
Benedicta,Sudeste,725
Benedicto,Sudeste,892
Benedida,Sudeste,10
Benedido,Sudeste,10
Benediel,Norte,38
Benedit,Sudeste,18
Benedita,Sudeste,64986
Benediti,Sudeste,12
Benedito,Sudeste,109319
Benedta,Sudeste,14
Benedto,Sudeste,24
Beneilson,Nordeste,31
Beneilton,Nordeste,14
Beneita,Sudeste,12
Beneito,Sudeste,12
Benendito,Norte,19
Benerval,Centro-Oeste,10
Benetida,Sudeste,36
Benetido,Sudeste,62
Benetita,Sudeste,29
Benetito,Sudeste,50
Beneval,Nordeste,64
Benevaldo,Nordeste,214
Benevenuto,Sudeste,28
Benevides,Sudeste,65
Benhur,Sul,698
Beni,Sudeste,110
Benice,Sudeste,54
Benicia,Sudeste,178
Benicio,Sudeste,1845
Benidita,Nordeste,29
Benidito,Nordeste,35
Benigna,Nordeste,177
Benigno,Sudeste,215
Benilce,Nordeste,12
Benilda,Sudeste,217
Benilde,Sudeste,204
Benildes,Nordeste,84
Benildo,Norte,147
Benilson,Norte,276
Benilton,Nordeste,111
Benilza,Sudeste,14
Benita,Sudeste,154
Benito,Sudeste,595
Benival,Sudeste,13
Benivalda,Nordeste,18
Benivaldo,Nordeste,173
Benizete,Nordeste,10
Benjamim,Sudeste,688
Benjamin,Sudeste,1087
Benno,Sul,29
Benny,Sudeste,46
Beno,Sul,261
Benoit,Sudeste,10
Benon,Nordeste,13
Benone,Nordeste,35
Benones,Sudeste,10
Benoni,Sudeste,61
Benta,Sul,2512
Bento,Sudeste,4364
Benvida,Sudeste,12
Benvina,Sudeste,11
Benvinda,Sudeste,699
Benvindo,Sudeste,150
Beny,Sudeste,64
Beomiro,Sudeste,10
Bep,Norte,226
Beraldo,Sudeste,53
Beranice,Sudeste,12
Bercholina,Centro-Oeste,27
Berenaldo,Nordeste,17
Berenice,Sudeste,8543
Berenici,Sudeste,11
Berenilda,Nordeste,11
Berenise,Sudeste,25
Berenisse,Sudeste,10
Berg,Nordeste,75
Bergson,Nordeste,196
Bergue,Nordeste,22
Berilo,Sudeste,36
Berivaldo,Nordeste,78
Berlamina,Sudeste,27
Berlamino,Sudeste,23
Berlinda,Sudeste,15
Bernabe,Sudeste,23
Bernad,Sudeste,12
Bernada,Nordeste,444
Bernadet,Sudeste,26
Bernadete,Sudeste,10447
Bernadeth,Sudeste,75
Bernadethe,Sudeste,10
Bernadeti,Sudeste,36
Bernadette,Sudeste,50
Bernadina,Sudeste,168
Bernadino,Sudeste,286
Bernado,Sudeste,2504
Bernaldo,Norte,23
Bernando,Sudeste,37
Bernar,Sudeste,18
Bernard,Sudeste,380
Bernarda,Nordeste,2233
Bernardete,Sul,1337
Bernardina,Sul,321
Bernardino,Sudeste,745
Bernardo,Sudeste,23671
Bernd,Sudeste,25
Berneval,Nordeste,17
Beroaldo,Nordeste,55
Beronice,Sudeste,10
Beronildo,Nordeste,10
Berta,Sudeste,608
Bertha,Sudeste,159
Bertiane,Nordeste,10
Bertila,Sul,11
Bertilo,Sul,15
Bertina,Sudeste,16
Bertino,Norte,12
Berto,Sudeste,93
Bertoldo,Sul,82
Bertolina,Sudeste,106
Bertolino,Sudeste,56
Bertrand,Sudeste,11
Bertulina,Nordeste,53
Bertulino,Nordeste,10
Besso,Norte,29
Bestriz,Sudeste,33
Beta,Sudeste,33
Betania,Nordeste,5523
Bete,Sudeste,835
Beth,Sudeste,464
Bethania,Sudeste,299
Bethe,Sudeste,40
Bethi,Sudeste,10
Bethy,Sudeste,11
Beti,Sudeste,80
Betiane,Nordeste,39
Betina,Sul,1583
Betiza,Nordeste,13
Beto,Sudeste,663
Betris,Sudeste,16
Betriz,Sudeste,433
Bette,Sudeste,11
Bettina,Sudeste,109
Betty,Sudeste,173
Bety,Sudeste,88
Bezerra,Nordeste,18
Bia,Sudeste,565
Biaca,Sudeste,115
Biagio,Sudeste,40
Biana,Sudeste,89
Bianc,Sudeste,14
Bianca,Sudeste,120613
Biancarla,Sudeste,10
Bianco,Sudeste,40
Bianka,Sudeste,161
Biano,Sudeste,11
Bianor,Norte,219
Biatris,Sudeste,34
Biatriz,Sudeste,532
Bibiana,Sul,1345
Bibiane,Sul,82
Bibiano,Norte,61
Bil,Sudeste,28
Bilal,Sul,16
Bili,Sudeste,16
Bill,Sudeste,28
Billy,Sudeste,67
Bina,Norte,24
Binca,Sudeste,44
Binho,Sudeste,14
Bini,Norte,37
Binin,Norte,22
Bira,Sudeste,45
Biraci,Sudeste,25
Biraelson,Norte,16
Birajara,Sudeste,34
Biratan,Sudeste,10
Birgit,Sudeste,14
Bismarck,Sudeste,84
Bismark,Sudeste,63
Bismarque,Sudeste,122
Bispo,Nordeste,43
Blair,Sudeste,16
Blanca,Sudeste,168
Blanche,Sudeste,44
Blandina,Sudeste,110
Blas,Sudeste,15
Blasio,Sul,36
Blena,Norte,13
Blenda,Sudeste,483
Blendo,Norte,25
Bleno,Sudeste,29
Bluma,Sudeste,15
Bluno,Sudeste,11
Bo,Sudeste,16
Boa,Nordeste,21
Boanerges,Sudeste,70
Boaventura,Nordeste,246
Boaz,Sudeste,35
Bob,Sudeste,11
Boca,Sudeste,78
Bok,Sudeste,23
Bolimar,Sudeste,12
Bolivar,Sudeste,310
Bomfim,Nordeste,107
Bonfim,Nordeste,393
Bonfin,Sudeste,23
Bong,Sudeste,38
Bonifacia,Sudeste,14
Bonifacio,Sudeste,245
Bores,Sudeste,23
Borges,Sudeste,64
Boris,Sudeste,251
Bortolo,Sul,21
Bosco,Nordeste,78
Braga,Sudeste,25
Braia,Sudeste,107
Braiam,Sul,100
Braian,Sudeste,3137
Braim,Sudeste,15
Brain,Sudeste,274
Braion,Sudeste,21
Bran,Sudeste,12
Brana,Sudeste,14
Branca,Sudeste,834
Branco,Sudeste,25
Branda,Sudeste,10
Brandina,Sul,205
Brando,Sudeste,73
Brandon,Sudeste,153
Bras,Sudeste,2414
Brasil,Sul,193
Brasilia,Nordeste,179
Brasiliano,Sudeste,23
Brasilina,Sudeste,1052
Brasilino,Sudeste,205
Brasilio,Sudeste,86
Bratriz,Sudeste,26
Braulia,Sudeste,37
Braulina,Sudeste,109
Braulino,Sudeste,265
Braulio,Sudeste,2276
Braya,Sudeste,11
Brayam,Sudeste,16
Brayan,Sudeste,2777
Brayn,Sudeste,59
Brayon,Sudeste,10
Braz,Sudeste,3809
Brazilina,Sudeste,48
Brbara,Sudeste,13
Breatriz,Sudeste,19
Breda,Sudeste,72
Bredo,Sudeste,11
Breila,Sudeste,26
Breiner,Centro-Oeste,17
Brena,Nordeste,7296
Brenda,Sudeste,49019
Brendha,Sudeste,94
Brendo,Sudeste,4298
Brendom,Sudeste,17
Brendon,Sudeste,1362
Brendow,Sudeste,43
Brene,Sudeste,11
Brener,Sudeste,542
Brenna,Nordeste,133
Brennda,Centro-Oeste,12
Brenner,Sudeste,132
Brenno,Sudeste,1111
Breno,Sudeste,54104
Brenon,Sudeste,25
Briam,Sudeste,34
Brian,Sudeste,5440
Briana,Sudeste,14
Briane,Sudeste,14
Bricio,Sudeste,14
Brida,Sudeste,54
Brigda,Sudeste,13
Brigida,Sudeste,1408
Brigido,Nordeste,32
Brigite,Sudeste,85
Brigitte,Sudeste,62
Brina,Sudeste,21
Brino,Sudeste,55
Brisa,Sudeste,328
Britney,Sudeste,13
Brito,Sudeste,90
Brivaldo,Nordeste,275
Briza,Sudeste,25
Brna,Sudeste,16
Brno,Sudeste,57
Brona,Sudeste,13
Bronislava,Sul,18
Brono,Sudeste,82
Brua,Sudeste,10
Brubo,Sudeste,12
Bruce,Sudeste,373
Bruci,Sudeste,15
Bruma,Sudeste,22
Brumo,Sudeste,15
Brun,Sudeste,70
Bruna,Sudeste,223419
Brunela,Sudeste,373
Brunele,Sudeste,37
Bruneli,Sudeste,45
Brunella,Sudeste,195
Brunelly,Sudeste,10
Bruni,Sudeste,25
Bruniele,Sudeste,73
Brunieli,Sudeste,24
Brunilda,Sul,101
Brunna,Sudeste,792
Brunno,Sudeste,696
Bruno,Sudeste,342556
Bruo,Sudeste,22
Bryam,Sudeste,35
Bryan,Sudeste,5931
Bueno,Sudeste,22
Buna,Sudeste,20
Buno,Sudeste,75
Byanca,Sudeste,141
Byanka,Sudeste,15
Byron,Sudeste,23
Byung,Sudeste,50
Cabo,Norte,23
Cabral,Sudeste,42
Cabriel,Sudeste,72
Cabriela,Sudeste,35
Cacia,Sudeste,194
Caciana,Sudeste,11
Caciane,Sudeste,11
Caciano,Sudeste,46
Cacilda,Sudeste,4956
Cacildo,Sudeste,140
Cacio,Sudeste,200
Cadu,Sudeste,31
Cae,Sudeste,14
Caelos,Sudeste,37
Caeolina,Sudeste,11
Caetana,Sudeste,269
Caetano,Sudeste,2734
Cahue,Sudeste,10
Cai,Sudeste,47
Caia,Sudeste,35
Caiala,Nordeste,12
Caian,Sudeste,98
Caiane,Sudeste,226
Caic,Sudeste,905
Caice,Nordeste,11
Caick,Sudeste,49
Caico,Sudeste,23
Caie,Sudeste,23
Caigila,Norte,11
Caigue,Sudeste,14
Caik,Sudeste,485
Caike,Sudeste,1522
Caiki,Sudeste,32
Caikue,Sudeste,15
Caiky,Sudeste,45
Caila,Nordeste,105
Cailaine,Sudeste,83
Cailan,Nordeste,53
Cailana,Nordeste,13
Cailane,Nordeste,2640
Cailani,Sudeste,12
Caina,Sudeste,458
Cainan,Sudeste,213
Cainara,Nordeste,15
Caine,Sudeste,14
Caio,Sudeste,123663
Caiq,Sudeste,12
Caique,Sudeste,28701
Caiqui,Sudeste,152
Caira,Norte,12
Caire,Sudeste,20
Cairo,Sudeste,735
Cairon,Nordeste,63
Caitano,Sudeste,59
Caiu,Sudeste,79
Caius,Sudeste,13
Calbi,Sudeste,23
Caleb,Sudeste,355
Calebe,Sudeste,1033
Calebi,Sudeste,28
Caleu,Nordeste,15
Caliana,Nordeste,32
Caliandra,Nordeste,63
Caliane,Nordeste,911
Caliel,Nordeste,51
Calil,Sudeste,89
Calila,Nordeste,63
Calimerio,Sudeste,13
Calina,Nordeste,102
Caline,Nordeste,1279
Calista,Sudeste,10
Calisto,Sudeste,87
Calita,Centro-Oeste,113
Calito,Sudeste,10
Caliu,Norte,36
Calixto,Sudeste,149
Calorina,Sudeste,30
Calorine,Sudeste,30
Calos,Sudeste,526
Calvin,Sudeste,79
Calvino,Sudeste,11
Camargo,Sudeste,35
Camel,Sudeste,12
Camelia,Sudeste,69
Camelita,Sudeste,41
Camem,Sudeste,47
Camen,Sudeste,32
Camerino,Sudeste,26
Camia,Sudeste,34
Camiila,Sudeste,11
Camika,Sudeste,25
Camil,Sudeste,21
Camila,Sudeste,229446
Camile,Sudeste,20374
Camili,Sudeste,4031
Camilia,Sudeste,49
Camilie,Sudeste,11
Camilla,Sudeste,4700
Camille,Sudeste,2649
Camilli,Sudeste,199
Camillo,Sudeste,52
Camilly,Sudeste,2570
Camilo,Sudeste,4608
Camily,Sudeste,1701
Camla,Sudeste,65
Campos,Sudeste,26
Camyla,Sudeste,43
Camyle,Sudeste,31
Camylla,Sudeste,48
Camylle,Sudeste,61
Cananda,Nordeste,26
Candeias,Nordeste,11
Candelaria,Sudeste,50
Candice,Nordeste,135
Candida,Sudeste,4669
Candido,Sudeste,2263
Candy,Sudeste,10
Canide,Nordeste,23
Canila,Sudeste,70
Caninde,Nordeste,122
Canisio,Sul,129
Cantidio,Sudeste,43
Canuta,Sudeste,15
Canuto,Sudeste,25
Cao,Sudeste,21
Caoa,Sudeste,20
Caoan,Sudeste,10
Caoe,Sudeste,11
Caolina,Sudeste,19
Caoline,Sudeste,13
Cara,Sudeste,13
Cardoso,Sudeste,97
Cardovan,Norte,10
Care,Sudeste,11
Carem,Sudeste,1061
Caren,Sudeste,3497
Cari,Sudeste,19
Cariane,Sudeste,28
Caridade,Sudeste,11
Carie,Sudeste,10
Cariele,Centro-Oeste,11
Carieli,Centro-Oeste,18
Carila,Sudeste,10
Carilina,Sudeste,42
Cariline,Sudeste,52
Carim,Sudeste,26
Carime,Sudeste,38
Carin,Sul,323
Carina,Sudeste,29247
Carine,Sudeste,9393
Carini,Sudeste,58
Carinne,Sudeste,10
Cariny,Sudeste,10
Carioca,Sudeste,10
Carisia,Nordeste,13
Carissa,Sudeste,10
Carisvaldo,Nordeste,35
Carita,Centro-Oeste,313
Caritas,Norte,25
Carivaldo,Norte,82
Carkos,Sudeste,65
Carl,Sudeste,78
Carla,Sudeste,140801
Carlane,Nordeste,51
Carlas,Sudeste,89
Carleana,Nordeste,11
Carleandra,Norte,20
Carleandro,Nordeste,43
Carleane,Nordeste,1454
Carleide,Sudeste,20
Carlen,Norte,20
Carlena,Norte,69
Carlene,Nordeste,808
Carlenilson,Nordeste,12
Carleon,Nordeste,11
Carleone,Nordeste,63
Carleson,Norte,23
Carlesson,Norte,11
Carlete,Norte,18
Carleuza,Centro-Oeste,13
Carli,Sudeste,138
Carliana,Nordeste,129
Carliane,Nordeste,3498
Carliano,Nordeste,20
Carliene,Nordeste,332
Carlina,Sudeste,162
Carlinda,Sudeste,1042
Carlindo,Sudeste,744
Carline,Sudeste,138
Carlinho,Norte,33
Carlinhos,Sudeste,169
Carlino,Sudeste,21
Carlione,Sudeste,11
Carlis,Sudeste,190
Carlise,Sul,126
Carlison,Norte,152
Carlisson,Nordeste,80
Carlisvan,Nordeste,13
Carlita,Sudeste,180
Carlito,Nordeste,4448
Carlitos,Sudeste,91
Carlize,Sul,10
Carlla,Sudeste,28
Carllos,Sudeste,23
Carlo,Sudeste,3109
Carloa,Sudeste,65
Carlor,Sudeste,35
Carlos,Sudeste,702166
Carlota,Sudeste,933
Carls,Sudeste,236
Carlson,Sudeste,19
Carlucia,Sudeste,74
Carlucio,Sudeste,592
Carly,Sudeste,34
Carlyle,Sudeste,35
Carma,Sudeste,33
Carme,Sudeste,305
Carmeci,Sudeste,27
Carmecita,Sudeste,11
Carmel,Sudeste,11
Carmela,Sudeste,1099
Carmeli,Sudeste,12
Carmelia,Sudeste,1494
Carmelina,Sudeste,1033
Carmelinda,Sul,512
Carmelindo,Sudeste,23
Carmelino,Sudeste,104
Carmelio,Sudeste,84
Carmelita,Nordeste,12498
Carmelito,Nordeste,218
Carmella,Sudeste,43
Carmelo,Sudeste,215
Carmelucia,Nordeste,161
Carmem,Sudeste,34649
Carmen,Sudeste,23505
Carmencita,Sudeste,27
Carmenlucia,Sudeste,10
Carmerinda,Nordeste,12
Carmerindo,Sudeste,25
Carmerino,Sudeste,12
Carmesita,Sudeste,11
Carmi,Sudeste,15
Carmila,Centro-Oeste,17
Carmilene,Nordeste,11
Carmilton,Nordeste,13
Carmim,Sudeste,28
Carmina,Sudeste,424
Carminda,Sudeste,428
Carmindo,Centro-Oeste,90
Carmine,Sudeste,173
Carminha,Sudeste,132
Carmini,Sudeste,10
Carminia,Sudeste,11
Carmino,Sudeste,150
Carmiranda,Sudeste,13
Carmita,Sudeste,454
Carmito,Norte,13
Carmo,Sudeste,1433
Carmosa,Nordeste,71
Carmosina,Nordeste,669
Carmosino,Sul,14
Carmosita,Nordeste,54
Carmozina,Sudeste,118
Carmozita,Nordeste,36
Carneiro,Nordeste,10
Caroene,Nordeste,11
Caroina,Sudeste,26
Caroine,Sudeste,19
Carokine,Sudeste,10
Carol,Sudeste,7713
Carola,Sudeste,64
Carolaine,Sudeste,6036
Carolane,Sudeste,55
Carolayne,Sudeste,249
Carole,Sudeste,16
Caroli,Sudeste,25
Carolia,Sudeste,19
Carolie,Sudeste,10
Carolin,Sudeste,76
Carolina,Sudeste,109800
Caroline,Sudeste,102149
Carolini,Sudeste,816
Carolinna,Sudeste,23
Carolinne,Sudeste,137
Carolino,Sudeste,56
Carolinr,Sudeste,15
Caroliny,Sudeste,176
Carollina,Sudeste,58
Carolline,Sudeste,254
Carolliny,Sudeste,10
Carollyne,Sudeste,29
Carolna,Sudeste,109
Carolne,Sudeste,75
Carolona,Sudeste,19
Carolone,Sudeste,23
Carolyn,Sudeste,19
Carolyna,Sudeste,10
Carolyne,Sudeste,503
Carolynne,Sudeste,13
Carorine,Sudeste,11
Caros,Sudeste,94
Carpegiane,Nordeste,15
Carson,Sudeste,16
Carsten,Sudeste,10
Cartegiane,Norte,10
Carulina,Sudeste,13
Carvalho,Sudeste,70
Caryne,Sudeste,13
Casa,Sudeste,93
Casandra,Nordeste,39
Casemira,Sul,21
Casemiro,Sul,388
Casia,Sudeste,558
Casiana,Sudeste,28
Casiane,Sudeste,98
Casiano,Sudeste,94
Casilda,Sudeste,347
Casildo,Sudeste,12
Casimira,Sudeste,23
Casimiro,Sudeste,156
Casio,Sudeste,497
Cassandra,Nordeste,636
Cassemira,Sudeste,12
Cassemiro,Sul,51
Cassia,Sudeste,31428
Cassiana,Sudeste,1515
Cassiane,Sudeste,3337
Cassiano,Sul,5498
Cassiel,Sudeste,12
Cassiele,Sul,79
Cassila,Centro-Oeste,18
Cassilda,Sudeste,1648
Cassildo,Sudeste,65
Cassilene,Sudeste,56
Cassimira,Sudeste,45
Cassimiro,Sudeste,159
Cassio,Sudeste,20319
Cassios,Sudeste,69
Cassius,Sudeste,216
Castilho,Sudeste,14
Castorina,Sul,702
Castorino,Sul,49
Castro,Sudeste,63
Casturina,Sul,735
Casturino,Sul,82
Catalina,Sudeste,86
Catalino,Centro-Oeste,46
Catarina,Sudeste,23346
Catarine,Sudeste,830
Catarini,Sudeste,10
Catarino,Nordeste,369
Catarna,Sudeste,13
Caterina,Sudeste,194
Caterine,Sudeste,576
Catharina,Sudeste,978
Catharine,Sudeste,107
Catherina,Sudeste,27
Catherine,Sudeste,587
Cathia,Sudeste,46
Catia,Sudeste,31615
Catiana,Nordeste,443
Catiane,Nordeste,2173
Catiele,Sul,496
Catieli,Sul,111
Catiene,Nordeste,26
Catilene,Nordeste,38
Catiucia,Sul,139
Catiuscia,Sul,47
Catlen,Sudeste,14
Catrina,Norte,12
Catrine,Norte,142
Catucha,Nordeste,12
Caua,Sudeste,39013
Cauam,Sudeste,883
Cauan,Sudeste,16923
Cauana,Sul,522
Cauane,Sudeste,3353
Cauani,Sudeste,813
Cauany,Sudeste,104
Cauao,Sudeste,32
Caubi,Sudeste,47
Cauby,Sudeste,15
Caudete,Sudeste,14
Caudia,Sudeste,112
Caudinei,Sudeste,18
Caudio,Sudeste,101
Caue,Sudeste,12555
Cauet,Sudeste,14
Caum,Sudeste,39
Caun,Sudeste,98
Caune,Sudeste,43
Cauni,Sudeste,10
Cavalcante,Nordeste,22
Cawa,Sudeste,15
Cawan,Sudeste,42
Cawe,Sudeste,17
Cayan,Sudeste,29
Cayane,Sudeste,12
Cayk,Sudeste,11
Cayke,Sudeste,51
Caylane,Sudeste,44
Cayna,Sudeste,11
Cayo,Sudeste,307
Cayque,Sudeste,128
Cazu,Sudeste,13
Cazue,Sudeste,13
Cazuo,Sudeste,14
Ceara,Sudeste,15
Cebastiana,Sudeste,44
Cebastiao,Sudeste,92
Ceber,Sudeste,15
Ceca,Nordeste,13
Cecelia,Sudeste,20
Cecero,Nordeste,10
Ceci,Sudeste,438
Ceciane,Nordeste,10
Ceciia,Sudeste,11
Cecil,Sudeste,30
Cecila,Sudeste,78
Cecile,Sudeste,12
Cecilha,Sudeste,81
Cecili,Sudeste,17
Cecilia,Sudeste,45943
Ceciliana,Sudeste,13
Ceciliano,Sudeste,13
Cecilio,Sudeste,721
Ceclia,Sudeste,11
Cecy,Sudeste,172
Cedeni,Sul,10
Cedenir,Sul,93
Cedina,Sudeste,10
Cedric,Sudeste,42
Cefas,Sudeste,10
Ceia,Sudeste,21
Ceica,Centro-Oeste,13
Ceicao,Nordeste,25
Ceide,Sudeste,30
Ceila,Sudeste,121
Ceilia,Sudeste,11
Ceilma,Nordeste,30
Ceir,Sudeste,12
Ceiton,Sudeste,25
Cejana,Centro-Oeste,26
Cejane,Centro-Oeste,26
Cekia,Sudeste,10
Celaine,Sudeste,15
Celane,Norte,18
Celanira,Sul,172
Celau,Sul,12
Celcina,Nordeste,63
Celcio,Sudeste,26
Celco,Sudeste,62
Celda,Sudeste,32
Celecina,Nordeste,11
Celedir,Sudeste,10
Celeida,Sudeste,248
Celeide,Sudeste,103
Celena,Sudeste,62
Celene,Sudeste,343
Celeni,Sudeste,31
Celenice,Nordeste,17
Celenilda,Nordeste,10
Celenita,Sudeste,62
Celeste,Sudeste,5158
Celesti,Sudeste,18
Celestina,Sudeste,560
Celestino,Sudeste,702
Celha,Sudeste,75
Celho,Sudeste,25
Celi,Sudeste,4669
Celia,Sudeste,99849
Celiana,Nordeste,107
Celiane,Nordeste,1375
Celiano,Nordeste,11
Celice,Norte,66
Celicia,Sudeste,50
Celida,Sudeste,64
Celidalva,Nordeste,908
Celide,Sudeste,12
Celidio,Nordeste,22
Celiene,Nordeste,33
Celijane,Nordeste,34
Celilia,Sudeste,15
Celimar,Sudeste,69
Celina,Sudeste,20805
Celinalva,Nordeste,84
Celinda,Sudeste,24
Celine,Sudeste,308
Celineide,Nordeste,11
Celinha,Sul,12
Celino,Sudeste,289
Celio,Sudeste,36490
Celiomar,Centro-Oeste,129
Celir,Sudeste,24
Celis,Sudeste,58
Celisa,Sudeste,53
Celise,Sudeste,23
Celismar,Centro-Oeste,120
Celita,Sul,1859
Celito,Sul,201
Celivalda,Nordeste,18
Celivaldo,Nordeste,22
Celiza,Sudeste,22
Celly,Sudeste,34
Celma,Sudeste,12084
Celmar,Sul,87
Celme,Sudeste,57
Celmi,Sudeste,16
Celmir,Sudeste,12
Celmira,Sul,50
Celmo,Sudeste,267
Celo,Sudeste,14
Celoi,Sul,276
Celoir,Sul,68
Celomar,Sul,84
Celoni,Sul,165
Celsa,Sudeste,175
Celsina,Sudeste,36
Celsio,Sudeste,46
Celso,Sudeste,68312
Celsom,Sudeste,12
Celson,Sudeste,937
Celton,Sudeste,40
Celua,Sudeste,13
Celuta,Sudeste,114
Cely,Sudeste,697
Cema,Sudeste,11
Cemira,Sudeste,31
Cemirames,Nordeste,11
Cemiramis,Sudeste,10
Cenair,Sul,10
Ceni,Sul,676
Cenilda,Sul,236
Cenilde,Sudeste,10
Cenildo,Sudeste,48
Cenilson,Nordeste,15
Cenilton,Sudeste,13
Cenir,Sudeste,178
Cenira,Sudeste,1909
Ceniro,Sudeste,14
Cenise,Sudeste,10
Cenita,Sul,10
Ceno,Sul,13
Ceny,Sudeste,26
Cenyr,Sudeste,10
Ceonice,Sudeste,12
Cerafim,Sudeste,12
Cerenita,Sul,15
Ceres,Sul,257
Cergio,Sudeste,176
Cerilo,Centro-Oeste,14
Ceris,Sul,31
Cerise,Nordeste,27
Cerjo,Sudeste,12
Cerlei,Sul,13
Cerli,Sul,157
Cersa,Sudeste,44
Cersar,Sudeste,39
Cesa,Sudeste,127
Cesaltina,Sudeste,15
Cesanildo,Nordeste,19
Cesar,Sudeste,56235
Cesare,Sudeste,19
Cesaria,Nordeste,135
Cesarina,Sudeste,212
Cesarino,Sudeste,22
Cesario,Nordeste,687
Cesilia,Sudeste,52
Cesimar,Nordeste,26
Cesio,Sudeste,22
Cesira,Sudeste,46
Ceslau,Sul,28
Ceu,Sudeste,11
Ceumar,Sudeste,18
Ceuso,Sudeste,37
Ceuza,Sudeste,10
Ceverina,Sudeste,176
Ceverino,Sudeste,373
Ceza,Nordeste,15
Cezar,Sudeste,6044
Cezaria,Nordeste,16
Cezarina,Norte,58
Cezario,Sudeste,75
Cezira,Sudeste,40
Cha,Sudeste,10
Chadia,Sudeste,12
Chaene,Sudeste,15
Chafic,Sudeste,13
Chafik,Sudeste,12
Chaga,Nordeste,16
Chagas,Nordeste,427
Chaguinha,Nordeste,13
Chaia,Sudeste,14
Chaiana,Sul,37
Chaiane,Sul,2692
Chaiene,Sudeste,358
Chaim,Sudeste,43
Chaine,Sudeste,13
Chaja,Sudeste,22
Chales,Sudeste,312
Chaline,Sul,30
Chan,Sudeste,156
Chana,Sudeste,87
Chandra,Sudeste,12
Chang,Sudeste,282
Chantal,Sudeste,35
Chao,Sudeste,22
Chapu,Norte,25
Charbel,Sudeste,20
Charla,Sudeste,11
Charlane,Centro-Oeste,13
Charle,Sudeste,165
Charleane,Nordeste,21
Charlei,Sudeste,22
Charlene,Sudeste,2041
Charles,Sudeste,26738
Charleson,Norte,18
Charleston,Sudeste,52
Charley,Sudeste,60
Charli,Sudeste,10
Charliane,Nordeste,321
Charliano,Nordeste,10
Charlie,Sudeste,75
Charliene,Nordeste,48
Charline,Sul,68
Charlis,Sudeste,26
Charlise,Sul,60
Charlison,Norte,106
Charlisson,Norte,42
Charliston,Sudeste,33
Charliton,Nordeste,43
Charlles,Sudeste,47
Charlote,Sudeste,34
Charlotte,Sudeste,68
Charly,Sudeste,12
Charlys,Sudeste,11
Charmila,Sul,15
Charon,Sudeste,10
Chauane,Nordeste,10
Chaudio,Sudeste,10
Chavier,Sudeste,44
Chawa,Norte,28
Chaya,Sudeste,21
Chayane,Sudeste,65
Chayene,Sudeste,116
Chayenne,Sudeste,80
Cheila,Sudeste,2879
Cheiliane,Nordeste,12
Chelida,Nordeste,12
Chen,Sudeste,699
Cheng,Sudeste,101
Chenia,Sudeste,22
Cherida,Nordeste,19
Cherliane,Nordeste,18
Cheron,Sul,28
Chester,Sudeste,22
Cheung,Sudeste,10
Cheyenne,Sudeste,38
Cheyla,Sudeste,30
Chi,Sudeste,45
